#X--Trace 1::[V(mcu1a)],Y--Trace 1::[V(mcu1a)],X--Trace 2::[V(va)-V(vb)],Y--Trace 2::[V(va)-V(vb)],X--Trace 3::[I(RA)],Y--Trace 3::[I(RA)]
1.14145e-06,5,1.14145e-06,11.9966,1.14145e-06,1.91029
1.14245e-06,5,1.14245e-06,11.9967,1.14245e-06,1.91031
1.14345e-06,5,1.14345e-06,11.9968,1.14345e-06,1.91032
1.14445e-06,5,1.14445e-06,11.9969,1.14445e-06,1.91034
1.14545e-06,5,1.14545e-06,11.997,1.14545e-06,1.91035
1.14645e-06,5,1.14645e-06,11.9971,1.14645e-06,1.91037
1.14745e-06,5,1.14745e-06,11.9972,1.14745e-06,1.91038
1.14845e-06,5,1.14845e-06,11.9973,1.14845e-06,1.9104
1.14945e-06,5,1.14945e-06,11.9974,1.14945e-06,1.91041
1.15045e-06,5,1.15045e-06,11.9975,1.15045e-06,1.91043
1.15145e-06,5,1.15145e-06,11.9976,1.15145e-06,1.91044
1.15245e-06,5,1.15245e-06,11.9977,1.15245e-06,1.91045
1.15345e-06,5,1.15345e-06,11.9977,1.15345e-06,1.91047
1.15445e-06,5,1.15445e-06,11.9978,1.15445e-06,1.91048
1.15545e-06,5,1.15545e-06,11.9979,1.15545e-06,1.91049
1.15645e-06,5,1.15645e-06,11.998,1.15645e-06,1.9105
1.15745e-06,5,1.15745e-06,11.998,1.15745e-06,1.91051
1.15845e-06,5,1.15845e-06,11.9981,1.15845e-06,1.91052
1.15945e-06,5,1.15945e-06,11.9981,1.15945e-06,1.91053
1.16045e-06,5,1.16045e-06,11.9982,1.16045e-06,1.91054
1.16145e-06,5,1.16145e-06,11.9982,1.16145e-06,1.91055
1.16245e-06,5,1.16245e-06,11.9983,1.16245e-06,1.91055
1.16345e-06,5,1.16345e-06,11.9983,1.16345e-06,1.91056
1.16445e-06,5,1.16445e-06,11.9983,1.16445e-06,1.91056
1.16545e-06,5,1.16545e-06,11.9983,1.16545e-06,1.91056
1.16645e-06,5,1.16645e-06,11.9983,1.16645e-06,1.91056
1.16745e-06,5,1.16745e-06,11.9983,1.16745e-06,1.91056
1.16845e-06,5,1.16845e-06,11.9983,1.16845e-06,1.91056
1.16945e-06,5,1.16945e-06,11.9983,1.16945e-06,1.91056
1.17045e-06,5,1.17045e-06,11.9983,1.17045e-06,1.91056
1.17145e-06,5,1.17145e-06,11.9983,1.17145e-06,1.91055
1.17245e-06,5,1.17245e-06,11.9982,1.17245e-06,1.91055
1.17345e-06,5,1.17345e-06,11.9982,1.17345e-06,1.91054
1.17445e-06,5,1.17445e-06,11.9982,1.17445e-06,1.91054
1.17545e-06,5,1.17545e-06,11.9981,1.17545e-06,1.91053
1.17645e-06,5,1.17645e-06,11.9981,1.17645e-06,1.91052
1.17745e-06,5,1.17745e-06,11.998,1.17745e-06,1.91051
1.17845e-06,5,1.17845e-06,11.998,1.17845e-06,1.9105
1.17945e-06,5,1.17945e-06,11.9979,1.17945e-06,1.91049
1.18045e-06,5,1.18045e-06,11.9978,1.18045e-06,1.91048
1.18145e-06,5,1.18145e-06,11.9978,1.18145e-06,1.91047
1.18245e-06,5,1.18245e-06,11.9977,1.18245e-06,1.91046
1.18345e-06,5,1.18345e-06,11.9976,1.18345e-06,1.91045
1.18445e-06,5,1.18445e-06,11.9976,1.18445e-06,1.91044
1.18545e-06,5,1.18545e-06,11.9975,1.18545e-06,1.91043
1.18645e-06,5,1.18645e-06,11.9974,1.18645e-06,1.91042
1.18745e-06,5,1.18745e-06,11.9973,1.18745e-06,1.91041
1.18845e-06,5,1.18845e-06,11.9973,1.18845e-06,1.91039
1.18945e-06,5,1.18945e-06,11.9972,1.18945e-06,1.91038
1.19045e-06,5,1.19045e-06,11.9971,1.19045e-06,1.91037
1.19145e-06,5,1.19145e-06,11.9971,1.19145e-06,1.91036
1.19245e-06,5,1.19245e-06,11.997,1.19245e-06,1.91035
1.19345e-06,5,1.19345e-06,11.997,1.19345e-06,1.91035
1.19445e-06,5,1.19445e-06,11.9969,1.19445e-06,1.91034
1.19545e-06,5,1.19545e-06,11.9969,1.19545e-06,1.91033
1.19645e-06,5,1.19645e-06,11.9968,1.19645e-06,1.91032
1.19745e-06,5,1.19745e-06,11.9968,1.19745e-06,1.91032
1.19845e-06,5,1.19845e-06,11.9968,1.19845e-06,1.91031
1.19945e-06,5,1.19945e-06,11.9967,1.19945e-06,1.91031
1.2e-06,5,1.2e-06,11.9967,1.2e-06,1.91031
